"dcas_bbl","dcas_hnum","display_hnum","dcas_sname","sname_1b","parcel_name","display_name","agency","primary_use_code","primary_use_text","reviewed"
"3034760005","36","36","CONWAY STREET","CONWAY STREET","CONWAY ST STORAGE & PRKNG FAC","CONWAY ST STORAGE AND PRKNG FAC","MTA","890","OTHER TRANSPORTATION FACILITY",
"3034890029","95","95","GLENMORE AVENUE","GLENMORE AVENUE","HOWARD HOUSES PLGD & POOL","HOWARD HOUSES PLAYGROUND AND POOL","PARKS","430","PLAYGROUND/SPORTS AREA",
"3035070007","85","85","WATKINS STREET","WATKINS STREET","PS 298 & PLAYGROUND","PS 298 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3035080034","1180","1180","EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","479","OTHER OPEN SPACE",
"3035080036","1186","1186","EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","479","OTHER OPEN SPACE",
"3035080038","1196","1196","EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035080042","672","672","RALPH AVENUE","RALPH AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035080046","682","682","RALPH AVENUE","RALPH AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035080050","692","692","RALPH AVENUE","RALPH AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035080054","698","698","RALPH AVENUE","RALPH AVENUE","RALPH AVE REHAB","RALPH AVENUE REHAB","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035090059","2058","2058","UNION STREET","UNION STREET","SUTTER AVE - UNION ST","SUTTER AVENUE - UNION ST","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035100001","2069","2069","UNION STREET","UNION STREET","SUTTER AVE - UNION ST","SUTTER AVENUE - UNION ST","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035100006","2067","2067","UNION STREET","UNION STREET","SUTTER AVE - UNIONS ST","SUTTER AVENUE - UNIONS ST","NYCHA","479","OTHER OPEN SPACE",
"3035100007","2063","2063","UNION STREET","UNION STREET","SUTTER AVE UNION ST","SUTTER AVENUE UNION ST","NYCHA","479","OTHER OPEN SPACE",
"3035100011","2045-55","2045-55","UNION STREET","UNION STREET","SUTTER AVE - UNIONS ST","SUTTER AVENUE - UNIONS ST","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035100016","2041","2041","UNION STREET","UNION STREET","SUTTER AVE - UNION ST","SUTTER AVENUE - UNION ST","NYCHA","479","OTHER OPEN SPACE",
"3035180001","155","155","AMBOY STREET","AMBOY STREET","JES GOOD REWARDS CHILDRENS GDN","JES GOOD REWARDS CHILDRENS GARDEN","PARKS","472","COMMUNITY GARDEN",
"3035200008","111","111","BRISTOL STREET","BRISTOL STREET","PS 327/396 TANDEM SCH&PGD(JOP)","PS 327/396 TANDEM SCH AND PGD(JOP)","EDUC","200","EDUCATIONAL FACILITY",
"3035200008","111","111","BRISTOL STREET","BRISTOL STREET","PS 327/396 TANDEM SCH&PGD(JOP)","PS 327/396 TANDEM SCH AND PGD(JOP)","PARKS","430","PLAYGROUND/SPORTS AREA",
"3035350016","104","104","SUTTER AVENUE","SUTTER AVENUE","PS 156 & PLAYGROUND","PS 156 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3035440150","354","354","SUTTER AVENUE","SUTTER AVENUE","PS 284 PLAYGROUND/ DR GREEN PK","PS 284 PLAYGROUND/ DR GREEN PARK","EDUC","431","PLAYGROUND",
"3035440150","354","354","SUTTER AVENUE","SUTTER AVENUE","PS 284 PLAYGROUND/ DR GREEN PK","PS 284 PLAYGROUND/ DR GREEN PARK","PARKS","430","PLAYGROUND/SPORTS AREA",
"3035760001","300","300","DUMONT AVENUE","DUMONT AVENUE","SAMUEL J. TILDEN HOUSES & SC","SAMUEL J. TILDEN HOUSES AND SC","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3035860041","754","754","HOPKINSON AVENUE","HOPKINSON AVENUE","HOPKINSON R&L CBLK ASSOC.GDN","HOPKINSON R AND L CBLK ASSOC.GARDEN","PARKS","472","COMMUNITY GARDEN",
"3035860042","756","756","HOPKINSON AVENUE","HOPKINSON AVENUE","HOPKINSON R&L CBLK ASSOC. GDN","HOPKINSON R AND L CBLK ASSOC. GARDEN","PARKS","472","COMMUNITY GARDEN",
"3035860043","758","758","HOPKINSON AVENUE","HOPKINSON AVENUE","HOPKINSON R&L CBLK ASSOC. GDN","HOPKINSON R AND L CBLK ASSOC. GARDEN","PARKS","472","COMMUNITY GARDEN",
"3035970011","76","76","RIVERDALE AVENUE","RIVERDALE AVENUE","PS 183 & PLAYGROUND","PS 183 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3036040001","411","411","THATFORD STREET","THATFORD STREET","PS 41 & PLAYGROUND","PS 41 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3036040001","411","411","THATFORD STREET","THATFORD STREET","PS 41 & PLAYGROUND","PS 41 AND PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3036060001","273","273","NEWPORT STREET","NEWPORT STREET","PS 184 & PLAYGROUND","PS 184 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3036220023","76","76","LOTT AVENUE","LOTT AVENUE","PS 165 & PLAYGROUND","PS 165 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3036360007","985","985","ROCKAWAY AVENUE","ROCKAWAY AVENUE","JHS 275 & PLAYGROUND.B-343","JHS 275 AND PLAYGROUND.B-343","EDUC","212","INTERMEDIATE SCHOOL",
"3036370024","553-71","553-71","THATFORD STREET","THATFORD STREET","IS 275/OSBORN/CHESTER PLGD","IS 275/OSBORN/CHESTER PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3036370032",,"","THATFORD STREET","THATFORD STREET","IS 275/OSBORN/CHESTER PLGD","IS 275/OSBORN/CHESTER PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3036370059",,"","THATFORD STREET","THATFORD STREET","IS 275/OSBORN/CHESTER PLGD","IS 275/OSBORN/CHESTER PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3036800029","1762","1762","EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","E BKLYN INDUST'L PARK-SITE 2","E BROOKLYN INDUST'L PARK-SITE 2","DCAS","1500","NO USE",
"3036800129","1764","1764","EAST NEW YORK AVENUE","EAST NEW YORK AVENUE","E BKLYN INDUST'L PARK-SITE 2","E BROOKLYN INDUST'L PARK-SITE 2","DCAS","1520","NO USE-VACANT LAND",
"3036930001","51","51","CHRISTOPHER AVENUE","CHRISTOPHER AVENUE","PS 332 & PLAYGROUND","PS 332 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3036990009","83","83","HINSDALE STREET","HINSDALE STREET","HINSDALE YARD BKLYN WMS SHLTR","HINSDALE YARD BROOKLYN WMS SHLTR","DHS","1023","OUTDOOR PARKING - CLIENTS",
"3036990031","287","287","GLENMORE AVENUE","GLENMORE AVENUE","E BKLYN INDUST'L PARK-SITE 17","E BROOKLYN INDUST'L PARK-SITE 17","EDC","1500","NO USE",
"3036990033","281","281","GLENMORE AVENUE","GLENMORE AVENUE","E BKLYN INDUST'L PARK-SITE 17","E BROOKLYN INDUST'L PARK-SITE 17","EDC","1500","NO USE",
"3036990034","279","279","GLENMORE AVENUE","GLENMORE AVENUE","E BKLYN INDUST'L PARK-SITE 17","E BROOKLYN INDUST'L PARK-SITE 17","EDC","1520","NO USE-VACANT LAND",
"3037150010","246","246","GLENMORE AVENUE","GLENMORE AVENUE","E BKLYN INDUST'L PARK-SITE 22","E BROOKLYN INDUST'L PARK-SITE 22","DCAS","1900","IN USE-TENANTED",
"3037290001","169","169","BELMONT AVENUE","BELMONT AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290001","169","169","BELMONT AVENUE","BELMONT AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290002","205","205","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290002","205","205","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290005","199","199","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290005","199","199","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290007","187","187","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290007","187","187","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290010","185","185","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290010","185","185","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290013","181","181","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290013","181","181","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290015","183","183","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290015","183","183","POWELL STREET","POWELL STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290017","1864","1864","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290017","1864","1864","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290020","1868","1868","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290020","1868","1868","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290022","1876","1876","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290022","1876","1876","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290024","1886","1886","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290024","1886","1886","PITKIN AVENUE","PITKIN AVENUE","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037290038","204","204","JUNIUS STREET","JUNIUS STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","DCAS","1520","NO USE-VACANT LAND",
"3037290038","204","204","JUNIUS STREET","JUNIUS STREET","E BKLYN INDUSTRIAL INCUBATOR","E BROOKLYN INDUSTRIAL INCUBATOR","EDC","1900","IN USE-TENANTED",
"3037300025","1908","1908","PITKIN AVENUE","PITKIN AVENUE","BMT ROW & LIRR BAYRIDGE ROW","BMT ROW AND LIRR BAYRIDGE ROW","MTA","861","TRANSIT WAY",
"3037390018","300","300","WYONA STREET","WYONA STREET","IS 292 & PLAYGROUND","IS 292 AND PLAYGROUND","EDUC","430","PLAYGROUND/SPORTS AREA",
"3037390018","300","300","WYONA STREET","WYONA STREET","IS 292 & PLAYGROUND","IS 292 AND PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3037430018","114","114","BELMONT AVENUE","BELMONT AVENUE","CARTER G WOODSON CHILDRENS PK","CARTER G WOODSON CHILDRENS PARK","PARKS","440","PARK",
"3037430019","120","120","BELMONT AVENUE","BELMONT AVENUE","CARTER G WOODSON CHILDRENS PK","CARTER G WOODSON CHILDRENS PARK","PARKS","440","PARK",
"3037430035","369","369","SUTTER AVENUE","SUTTER AVENUE","CARTER G WOODSON CHILDRENS PK","CARTER G WOODSON CHILDRENS PARK","PARKS","440","PARK",
"3037430036","367-65","367-65","SUTTER AVENUE","SUTTER AVENUE","CARTER G WOODSON CHILDRENS PK","CARTER G WOODSON CHILDRENS PARK","PARKS","440","PARK",
"3037440009","364","364","SACKMAN STREET","SACKMAN STREET","PS 150 & PLAYGROUND","PS 150 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3037680001","330","330","ALABAMA AVENUE","ALABAMA AVENUE","PS 328 & PLAYGROUND","PS 328 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3037690030","340","340","GEORGIA AVENUE","GEORGIA AVENUE","UNITY PLAZA SITES 17  24 & 25A","UNITY PLAZA SITES 17  24 AND 25A","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3037700001","333","333","GEORGIA AVENUE","GEORGIA AVENUE","UNITY PLAZA SITES 17  24 & 25A","UNITY PLAZA SITES 17  24 AND 25A","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3037740016","700","700","SUTTER AVENUE","SUTTER AVENUE","PS 149 & PLAYGROUND","PS 149 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3037880031","642","642","BLAKE AVENUE","BLAKE AVENUE","T. JEFFERSON HS GREENHOUSE/GDN","T. JEFFERSON HS GREENHOUSE/GARDEN","EDUC","350","BOTANICAL GARDEN",
"3037880032","646","646","BLAKE AVENUE","BLAKE AVENUE","T. JEFFERSON HS GREENHOUSE/GDN","T. JEFFERSON HS GREENHOUSE/GARDEN","EDUC","350","BOTANICAL GARDEN",
"3037880033","648","648","BLAKE AVENUE","BLAKE AVENUE","T. JEFFERSON HS GREENHOUSE/GDN","T. JEFFERSON HS GREENHOUSE/GARDEN","EDUC","350","BOTANICAL GARDEN",
"3037940001","392-430","392-430","DUMONT AVENUE","DUMONT AVENUE","VAN DYKE HOUSES I&II PLYGRD/SC","VAN DYKE HOUSES I AND II PLAYGROUND SC","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3037940001","392-430","392-430","DUMONT AVENUE","DUMONT AVENUE","VAN DYKE HOUSES I&II PLYGRD/SC","VAN DYKE HOUSES I AND II PLAYGROUND SC","PARKS","431","PLAYGROUND",
"3037940018","581","581","STONE AVENUE","STONE AVENUE","STONE AVE BRANCH LIBRARY","STONE AVENUE BRANCH LIBRARY","BPL","332","BRANCH LIBRARY",
"3038050023","447","447","SHEFFIELD AVENUE","SHEFFIELD AVENUE","URBAN STRATEGIES DCC PLAYLOT","URBAN STRATEGIES DCC PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"3038050024","441","441","SHEFFIELD AVENUE","SHEFFIELD AVENUE","URBAN STRATEGIES DCC PLAYLOT","URBAN STRATEGIES DCC PLAYGROUND","EDUC","434","ACCESSORY PLAY AREA",
"3038230001","557","557","PENNSYLVANIA AVENUE","PENNSYLVANIA AVENUE","PS 13 & PLAYGROUND","PS 13 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3038380018","590","590","SHEFFIELD AVENUE","SHEFFIELD AVENUE","PS 190 & PLAYGROUND","PS 190 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3038680002","1555","1555","STONE AVENUE","STONE AVENUE","BROWNSVILLE REC CENTER&PLYGRND","BROWNSVILLE REC CENTER AND PLAYGROUND","PARKS","440","PARK",
"3038800051",,"",,,"FULTON & ESSEX ST. SUBSTATION","FULTON AND ESSEX ST. SUBSTATION","NYCTA","860","TRANSIT FACILITY",
"3039260045","200","200","LINWOOD STREET","LINWOOD STREET","PS 108 & PLAYGROUND","PS 108 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3039490018","135","135","SCHENCK AVENUE","SCHENCK AVENUE","PS 290 & PLAYGROUND","PS 290 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3039570021","3046","3046","FULTON STREET","FULTON STREET","IRT 863 LIVONIA AVE SUBSTATION","IRT 863 LIVONIA AVENUE SUBSTATION","MTA","860","TRANSIT FACILITY",
"3039690001","350","350","LINWOOD STREET","LINWOOD STREET","IS 302 & PLAYGROUND","IS 302 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3039690001","350","350","LINWOOD STREET","LINWOOD STREET","IS 302 & PLAYGROUND","IS 302 AND PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3039760075","839","839","LIBERTY AVENUE","LIBERTY AVENUE","FAITH HOPE CHARITY DCC PLAYLOT","FAITH HOPE CHARITY DCC PLAYGROUND","EDUC","431","PLAYGROUND",
"3039780035","555","555","GLENMORE AVENUE","GLENMORE AVENUE","GLENMORE HENDRIX BL ASSOC GARD","GLENMORE HENDRIX BL ASSOC GARDEN","PARKS","472","COMMUNITY GARDEN",
"3039900001","111","111","BERRIMAN STREET","BERRIMAN STREET","PS 345 & PLAYGROUND","PS 345 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3039980017","650","650","GLENMORE AVENUE","GLENMORE AVENUE","WARWICK BLOCK ASSOCIATION GDN","WARWICK BLOCK ASSOCIATION GARDEN","HPD","1520","NO USE-VACANT LAND",
"3040120004","349","349","SCHENCK AVENUE","SCHENCK AVENUE","JERRY & THE SENIOR GENTS GARD","JERRY AND THE SENIOR GENTS GARDEN","PARKS","472","COMMUNITY GARDEN",
"3040150001","400","400","ASHFORD STREET","ASHFORD STREET","PS 158 & PLAYGROUND","PS 158 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3040230028","214","214","MONTAUK AVENUE","MONTAUK AVENUE","RESIDENTS OF MONTAUK AVE GDN","RESIDENTS OF MONTAUK AVENUE GARDEN","PARKS","472","COMMUNITY GARDEN",
"3040360001","501","501","ESSEX STREET","ESSEX STREET","PARKING FOR 75PCT PERSONNEL","PARKING FOR 75PRECINCT PERSONNEL","NYPD","1020","OUTDOOR PARKING",
"3040510016","1000","1000","SUTTER AVENUE","SUTTER AVENUE","N.Y.C.P.D. 75TH PRECINCT","NYPD 75TH PRECINCT","NYPD","500","PUBLIC SAFETY FACILITY",
"3040530021","1052","1052","SUTTER AVENUE","SUTTER AVENUE","OFF STREET PARKING FOR 75PCT","OFF STREET PARKING FOR 75PRECINCT","NYPD","1020","OUTDOOR PARKING",
"3040530022","1056","1056","SUTTER AVE","SUTTER AVENUE","OFF STREET PARKING FOR 75PCT","OFF STREET PARKING FOR 75PRECINCT","NYPD","1020","OUTDOOR PARKING",
"3040530023","1060","1060","SUTTER AVE","SUTTER AVENUE","OFF STREET PARKING FOR 75 PCT","OFF STREET PARKING FOR 75 PRECINCT","NYPD","1020","OUTDOOR PARKING",
"3040530120","1050","1050","SUTTER AVENUE","SUTTER AVENUE","OFF STREET PARKING FOR 75PCT","OFF STREET PARKING FOR 75PRECINCT","NYPD","1020","OUTDOOR PARKING",
"3040530121","1054","1054","SUTTER AVENUE","SUTTER AVENUE","OFF STREET PARKING FOR 75PCT","OFF STREET PARKING FOR 75PRECINCT","NYPD","1020","OUTDOOR PARKING",
"3040690001","605","605","SHEPHERD AVENUE","SHEPHERD AVENUE","PS 72 & PLAYGROUND","PS 72 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3040700016","359","359","BERRIMAN STREET","BERRIMAN STREET","F.H.A..9","FHA 9","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3040700021","349","349","BERRIMAN STREET","BERRIMAN STREET","F.H.A..9","FHA 9","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3040780001","865","865","LIVONIA AVENUE","LIVONIA AVENUE","LIVONIA AVE SUB STATION","LIVONIA AVENUE SUB STATION","NYCTA","860","TRANSIT FACILITY",
"3040880022","1","1","LIVONIA AVENUE","LIVONIA AVENUE","EAST NY FARMS GREENTHUMB GDN","EAST NY FARMS GREENTHUMB GARDEN","PARKS","472","COMMUNITY GARDEN",
"3040880023","648","648","HENDRIX STREET","HENDRIX STREET","EAST NY FARMS GREENTHUMB GDN","EAST NY FARMS GREENTHUMB GARDEN","PARKS","472","COMMUNITY GARDEN",
"3040880024","654","654","HENDRIX STREET","HENDRIX STREET","EAST NY FARMS GREENTHUMB GDN","EAST NY FARMS GREENTHUMB GARDEN","PARKS","472","COMMUNITY GARDEN",
"3040940001","999","999","JAMAICA AVENUE","JAMAICA AVENUE","FRANKLIN K. LANE HS & PLAYGRND","FRANKLIN K. LANE HS AND PLAYGROUND","EDUC","213","ACADEMIC HIGH SCHOOL",
"3041340020","528","528","RIDGEWOOD AVENUE","RIDGEWOOD AVENUE","PS 7/IS 171 & PLAYGROUND","PS 7/IS 171 AND PLAYGROUND","EDUC","200","EDUCATIONAL FACILITY",
"3041550001",,"","FOUNTAIN AVENUE","FOUNTAIN AVENUE","E N Y VOCATIONAL HS PLGD","E N Y VOCATIONAL HS PLAYGROUND","PARKS","440","PARK",
"3041550075","1","1","WELLS STREET","WELLS STREET","ENY VOC & TECH H.S","ENY VOC AND TECH H.S","EDUC","213","ACADEMIC HIGH SCHOOL",
"3041580005",,"","ATLANTIC AVENUE","ATLANTIC AVENUE","E N Y VOCATIONAL HS PLGD","E N Y VOCATIONAL HS PLAYGROUND","PARKS","474","UNDEVELOPED OPEN SPACE",
"3042160001","2781","2781","PITKIN AVENUE","PITKIN AVENUE","PS 159 & PLAYGROUND","PS 159 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3042430001","2944","2944","PITKIN AVENUE","PITKIN AVENUE","PS 214 & PLYGROUND","PS 214 AND PLYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3042430001","2944","2944","PITKIN AVENUE","PITKIN AVENUE","PS 214 & PLYGROUND","PS 214 AND PLYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3042780001","370","370","FOUNTAIN AVENUE","FOUNTAIN AVENUE","IS 218 & PLAYGROUND","IS 218 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3042920161",,"","EUCLID AVENUE","EUCLID AVENUE","CYPRESS HILLS HOUSES PLGD","CYPRESS HILLS HOUSES PLAYGROUND","PARKS","431","PLAYGROUND",
"3043240001","580","580","HEGEMAN AVENUE","HEGEMAN AVENUE","PS 213 & PLYGRD MINI-SCH PLYGD","PS 213 AND PLAYGROUND MINI-SCH PLYGD","EDUC","211","ELEMENTARY SCHOOL",
"3043240001","580","580","HEGEMAN AVENUE","HEGEMAN AVENUE","PS 213 & PLYGRD MINI-SCH PLYGD","PS 213 AND PLAYGROUND MINI-SCH PLYGD","PARKS","430","PLAYGROUND/SPORTS AREA",
"3043490001","2022","2022","LINDEN BOULEVARD","LINDEN BOULEVARD","JHS 166/LINDEN HOUSES PLGD","JHS 166/LINDEN HOUSES PLAYGROUND","PARKS","440","PARK",
"3043490050","800","800","VAN SICKLEN AVE","VAN SICKLEN AVENUE","JHS 166 & PLAYGROUND. (JOP)","JHS 166 AND PLAYGROUND. (JOP)","EDUC","212","INTERMEDIATE SCHOOL",
"3043490050","800","800","VAN SICKLEN AVE","VAN SICKLEN AVENUE","JHS 166 & PLAYGROUND. (JOP)","JHS 166 AND PLAYGROUND. (JOP)","PARKS","430","PLAYGROUND/SPORTS AREA",
"3043690001","875","875","PENNSYLVANIA AVENUE","PENNSYLVANIA AVENUE","PENN-WORTMAN HOUSES & SENR CTR","PENN-WORTMAN HOUSES AND SENR CTR","EDUC","211","ELEMENTARY SCHOOL",
"3043690001","875","875","PENNSYLVANIA AVENUE","PENNSYLVANIA AVENUE","PENN-WORTMAN HOUSES & SENR CTR","PENN-WORTMAN HOUSES AND SENR CTR","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3043920001","1028","1028","VERMONT STREET","VERMONT STREET","PS 306 & PLAYGROUND","PS 306 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3043920001","1028","1028","VERMONT STREET","VERMONT STREET","PS 306 & PLAYGROUND","PS 306 AND PLAYGROUND","PARKS","430","PLAYGROUND/SPORTS AREA",
"3044010001","923","923","JEROME STREET","JEROME STREET","PS 273 & PLAYGROUND. (JOP)","PS 273 AND PLAYGROUND. (JOP)","EDUC","211","ELEMENTARY SCHOOL",
"3044010001","923","923","JEROME STREET","JEROME STREET","PS 273 & PLAYGROUND. (JOP)","PS 273 AND PLAYGROUND. (JOP)","PARKS","430","PLAYGROUND/SPORTS AREA",
"3044310100","17","17","VANDALIA AVENUE","VANDALIA AVENUE","VANDALIA AVE HSES & SR CENTER","VANDALIA AVENUE HOUSES AND SR CENTER","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3044520025","1400","1400","PENNSYLVANIA AVENUE","PENNSYLVANIA AVENUE","PS 346 & PLAYGROUND","PS 346 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
"3044540030","458","458","ATKINS AVENUE","ATKINS AVENUE","F.H.A..9","FHA 9","NYCHA","1410","IN USE-RESIDENTIAL STRUCTURE",
"3044550009","936","936","NEW LOTS AVENUE","NEW LOTS AVENUE","400 MONTAUK AVE. BLOCK ASSOC","400 MONTAUK AVENUE BLOCK ASSOC","PARKS","472","COMMUNITY GARDEN",
"3044610001","701-11","701-11","EUCLID AVENUE","EUCLID AVENUE","BKLYN EAST PROPERTY PRPTY MGMT","BROOKLYN EAST PROPERTY PRPTY MGMT","HPD","120","AGENCY OFFICE",
"3044760022",,"",,,"PS 202 PLAYGRD ADDITION","PS 202 PLAYGROUND ADDITION","EDUC","431","PLAYGROUND",
"3044770001","982","982","HEGEMAN AVENUE","HEGEMAN AVENUE","PS 202 & PLAYGROUND","PS 202 AND PLAYGROUND","EDUC","211","ELEMENTARY SCHOOL",
