dcas_bbl,dcas_hnum,display_hnum,dcas_sname,sname_1b,parcel_name,display_name,agency,primary_use_code,primary_use_text,reviewed
2034400012,,,BRONX RIVER AVENUE,BRONX RIVER AVENUE,HARDING PARK.BEAUTIFICATION PK,HARDING PARK.BEAUTIFICATION PARK,PARKS,440,PARK,Y
2028690116,1930,1930,HARRISON AVENUE,HARRISON AVENUE,HARRISON AVE REHAB (GROUP A),HARRISON AVENUE REHAB (GROUP A),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2028690122,1934,1934,HARRISON AVENUE,HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),HARRISON AVENUE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2028680144,1925,1925,HARRISON AVENUE,HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),HARRISON AVENUE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2028690110,1920,1920,HARRISON AVENUE,HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),HARRISON AVENUE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2028690077,1886,1886,HARRISON AVENUE,HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),HARRISON AVENUE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2053680001,3000,3000,EAST TREMONT AVENUE,EAST TREMONT AVENUE,HERBERT LEHMAN HS & ATHL FIELD,HERBERT LEHMAN HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
2025160051,1181,1181,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE DCC& SENIOR CENTER,HIGHBRIDGE DCC AND  SENIOR CENTER,AGING,752,SENIOR CENTER,Y
2025160051,1181,1181,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE DCC& SENIOR CENTER,HIGHBRIDGE DCC AND  SENIOR CENTER,EDUC,751,DAY CARE CENTER,Y
2025160009,1184,1184,OGDEN AVENUE,OGDEN AVENUE,HIGHBRIDGE DCC PLAYLOT,HIGHBRIDGE DCC PLAYGROUND,EDUC,1520,NO USE-VACANT LAND,Y
2025090018,1085,1085,ANDERSON AVENUE,ANDERSON AVENUE,HIGHBRIDGE REHAB (ANDERSON AVE,HIGHBRIDGE REHAB (ANDERSON AVENUE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2025140072,1127,1127,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE REHABS(NELSON AVE.),HIGHBRIDGE REHAB (NELSON AVENUE),NYCHA,470,OPEN SPACE,Y
2025130050,1144,1144,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE REHABS (NELSON AVE),HIGHBRIDGE REHAB (NELSON AVENUE),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2025140073,1125,1125,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE REHABS(NELSON AVE.),HIGHBRIDGE REHAB (NELSON AVENUE),NYCHA,470,OPEN SPACE,Y
2025150006,1184,1184,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE REHABS (NELSON AVE),HIGHBRIDGE REHAB (NELSON AVENUE),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2025140070,1135,1135,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE REHABS(NELSON AVE.),HIGHBRIDGE REHAB (NELSON AVENUE),NYCHA,470,OPEN SPACE,Y
2025140067,1139,1139,NELSON AVENUE,NELSON AVENUE,HIGHBRIDGE REHABS(NELSON AVE.),HIGHBRIDGE REHAB (NELSON AVENUE),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2025140020,130,130,WEST 166 STREET,WEST  166 STREET,HIGHBRIDGE REHABS ANDERSON AVE,HIGHBRIDGE REHAB ANDERSON AVENUE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2025140015,134,134,WEST 166 STREET,WEST  166 STREET,HIGHBRIDGE REHAB-ANDERSON AVE,HIGHBRIDGE REHAB-ANDERSON AVENUE,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2029900011,1700,1700,HOE AVENUE,HOE AVENUE,HOE AVE. - E. 173RD ST,HOE AVENUE - E. 173RD ST,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
2029790031,1219,1219,HOE AVENUE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790055,,,HOE AVE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790035,1211,1211,HOE AVENUE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790033,1217,1217,HOE AVENUE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790036,1209,1209,HOE AVENUE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790030,1221,1221,HOE AVENUE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790028,,,HOE AVE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2029790057,,,HOE AVE,HOE AVENUE,HOE AVE NORTH TOT LOTS GARDEN,HOE AVENUE NORTH TOT LOTS GARDEN,PARKS,474,UNDEVELOPED OPEN SPACE,Y
2056550255,,,HOLLERS AVE,HOLLERS AVENUE,HOLLERS AV SEWAGE PUMP STATION,HOLLERS AVENUE SEWAGE PUMP STATION,DEP,1112,WASTEWATER PUMPING STATION,Y
3035860042,756,756,HOPKINSON AVENUE,HOPKINSON AVENUE,HOPKINSON R&L CBLK ASSOC. GDN,HOPKINSON R AND L CBLK ASSOC. GARDEN,PARKS,472,COMMUNITY GARDEN,Y
3035860043,758,758,HOPKINSON AVENUE,HOPKINSON AVENUE,HOPKINSON R&L CBLK ASSOC. GDN,HOPKINSON R AND L CBLK ASSOC. GARDEN,PARKS,472,COMMUNITY GARDEN,Y
3035860041,754,754,HOPKINSON AVENUE,HOPKINSON AVENUE,HOPKINSON R&L CBLK ASSOC.GDN,HOPKINSON R AND L CBLK ASSOC.GARDEN,PARKS,472,COMMUNITY GARDEN,Y
2022760001,560,560,BROOK AVENUE,BROOK AVENUE,HORIZON JUVJ CTR/NYPD 40TH PCT,HORIZON JUVJ CTR/NYPD 40TH PRECINCT,ACS,1223,OTHER SECURE DETENTION FACILITY,Y
3014710059,1751-53,1751-53,ST JOHNS PLACE,ST JOHNS PLACE,HOWARD AVE - PARK PLACE,HOWARD AVENUE - PARK PLACE,NYCHA,872,MUNICIPAL PARKING - OUTDOOR,Y
3034890029,95,95,GLENMORE AVENUE,GLENMORE AVENUE,HOWARD HOUSES PLGD & POOL,HOWARD HOUSES PLAYGROUND AND POOL,PARKS,430,PLAYGROUND/SPORTS AREA,Y
1000520001,96,96,TRINITY PLACE,TRINITY PLACE,HS OF ECONOMICS & FINANCE,HS OF ECONOMICS AND FINANCE,EDUC,213,ACADEMIC HIGH SCHOOL,Y
2027400031,819,819,HUNTS POINT AVENUE,HUNTS POINT AVENUE,HUNTS POINT AVE REHABS,HUNTS POINT AVENUE REHAB,NYCHA,479,OTHER OPEN SPACE,Y
2027610003,875,875,IRVINE PL.,IRVINE PLACE,HUNTS POINT AVE REHAB,HUNTS POINT AVENUE REHAB,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
5069930180,,,IDAHO AVENUE,IDAHO AVENUE,IDAHO AVE,IDAHO AVENUE,DOT,880,ROAD/HIGHWAY,Y
4093380086,8727,8727,130 STREET,130 STREET,IND  RTE 131-D QNS.LN.RT 133,IND  RTE 131-D QUEENS.LN.RT 133,MTA,861,TRANSIT WAY,Y
1010050049,126-34,126-34,W 53 ST,WEST   53 STREET,IND 53RD ST. BLDG & CTRAL SUBS,IND 53RD ST. BLDG AND CTRAL SUBS,MTA,862,TRANSIT SUBSTATION,Y
1006180066,253,253,WEST 13 STREET,WEST   13 STREET,IND GREENWICH AVE. SUBSTATION,IND GREENWICH AVENUE SUBSTATION,MTA,862,TRANSIT SUBSTATION,Y
4093580029,,,90 AVENUE,90 AVENUE,IND RT.131-SO.QNS.LINE RT.133,IND RT.131-SO.QUEENS.LINE RT.133,MTA,861,TRANSIT WAY,Y
2057760401,4000,4000,IRWIN AVENUE,IRWIN AVENUE,IRT 240TH ST. YARD & GAELIC PK,IRT 240TH ST. YARD AND GAELIC PARK,MTA,863,TRANSIT YARD,Y
3039570021,3046,3046,FULTON STREET,FULTON STREET,IRT 863 LIVONIA AVE SUBSTATION,IRT 863 LIVONIA AVENUE SUBSTATION,MTA,860,TRANSIT FACILITY,Y
2039070001,,,BRONX PARK AVEN,BRONX PARK,IRT DYRE AVE LINE,IRT DYRE AVENUE LINE,MTA,861,TRANSIT WAY,Y
2039080010,0,,EAST  178 STREET,EAST  178 STREET,IRT DYRE AVE LINE AND STATION,IRT DYRE AVENUE LINE AND STATION,MTA,861,TRANSIT WAY,Y
1016560050,1981,1981,3 AVENUE,3 AVENUE,IS  117 & PLAYGROUND,IS  117 AND PLAYGROUND,EDUC,430,PLAYGROUND/SPORTS AREA,Y
1016560050,1981,1981,3 AVENUE,3 AVENUE,IS  117 & PLAYGROUND,IS  117 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
4038120020,74-01,74-01,78 AVENUE,78 AVENUE,IS  119 & PLAYGROUND,IS  119 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4038120020,74-01,74-01,78 AVENUE,78 AVENUE,IS  119 & PLAYGROUND,IS  119 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
5036960100,333,333,MIDLAND AVENUE,MIDLAND AVENUE,IS  2 & PLAYGROUND,IS  2 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
5036960100,333,333,MIDLAND AVENUE,MIDLAND AVENUE,IS  2 & PLAYGROUND,IS  2 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3031850001,59,59,STARR STREET,STARR STREET,IS 111 & PLAYGROUND,IS 111 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3031850001,59,59,STARR STREET,STARR STREET,IS 111 & PLAYGROUND,IS 111 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3019260010,300,300,WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,IS 117 & PLAYGROUND,IS 117 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3019260010,300,300,WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,IS 117 & PLAYGROUND,IS 117 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3074240001,,,AVE X AND BATCHELDER.ST,AVENUE X,IS 14 & PLAYGROUND,IS 14 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
4012520001,3334,3334,80 STREET,80 STREET,IS 145  MINI-SCHOOL  & PLGD,IS 145  MINI-SCHOOL  AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
2028970005,1600,1600,WEBSTER AVENUE,WEBSTER AVENUE,IS 147 & PLAYGROUND,IS 147 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
2024460043,261,261,EAST  163 STREET,EAST  163 STREET,IS 166 & PS 35,IS 166 AND PS 35,EDUC,200,EDUCATIONAL FACILITY,Y
2023340001,,,EAST 141 ST,EAST  141 STREET,IS 183 PLGD,IS 183 PLAYGROUND,EDUC,431,PLAYGROUND,Y
2029510015,1919,1919,PROSPECT AVENUE,PROSPECT AVENUE,IS 193 & PLAYGROUND,IS 193 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
2029510015,1919,1919,PROSPECT AVENUE,PROSPECT AVENUE,IS 193 & PLAYGROUND,IS 193 AND PLAYGROUND,EDUC,431,PLAYGROUND,Y
1020010005,625,625,WEST 133 STREET,WEST  133 STREET,IS 195 & PLAYGROUND (ECF),IS 195 AND PLAYGROUND (ECF),EDUC,212,INTERMEDIATE SCHOOL,Y
3013670022,188,188,ROCHESTER AVENUE,ROCHESTER AVENUE,IS 210 & PLAYGROUND,IS 210 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4090670001,93-11,93-11,101 AVENUE,101 AVENUE,IS 210 & PLAYGROUND,IS 210 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3042780001,370,370,FOUNTAIN AVENUE,FOUNTAIN AVENUE,IS 218 & PLAYGROUND,IS 218 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
2024380050,1151-63,1151-63,COLLEGE AVENUE,COLLEGE AVENUE,IS 22 & PLAYGROUND,IS 22 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4117140100,121-10,121-10,ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,IS 226 & PLAYGROUND,IS 226 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3055510018,6500-16,6500-16,16 AVENUE,16 AVENUE,IS 227 & PLAYGROUND,IS 227 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4133310001,145-00,145-00,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,IS 231 TANDM PS 251 & PLGD,IS 231 TANDM PS 251 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
4133310001,145-00,145-00,SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,IS 231 TANDM PS 251 & PLGD,IS 231 TANDM PS 251 AND PLAYGROUND,EDUC,200,EDUCATIONAL FACILITY,Y
3068210244,1875,1875,EAST   17 STREET,EAST   17 STREET,IS 234 & PLAYGROUND,IS 234 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4099190006,88-15,88-15,182 STREET,182 STREET,IS 238 & PLAYGROUND,IS 238 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3051100025,72,72,VERONICA PLACE,VERONICA PLACE,IS 246 & PLAYGROUND,IS 246 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
5003080001,11,11,CLOVE LAKES PLACE,CLOVE LAKES PLACE,IS 27 & PLAYGROUND (JOP),IS 27 AND PLAYGROUND (JOP),PARKS,431,PLAYGROUND,Y
5003080001,11,11,CLOVE LAKES PLACE,CLOVE LAKES PLACE,IS 27 & PLAYGROUND (JOP),IS 27 AND PLAYGROUND (JOP),EDUC,212,INTERMEDIATE SCHOOL,Y
3015500001,1137,1137,HERKIMER STREET,HERKIMER STREET,IS 271 & PLAYGROUND,IS 271 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3015500001,1137,1137,HERKIMER STREET,HERKIMER STREET,IS 271 & PLAYGROUND,IS 271 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3036370032,,,THATFORD STREET,THATFORD STREET,IS 275/OSBORN/CHESTER PLGD,IS 275/OSBORN/CHESTER PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3036370059,,,THATFORD STREET,THATFORD STREET,IS 275/OSBORN/CHESTER PLGD,IS 275/OSBORN/CHESTER PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3036370024,553-71,553-71,THATFORD STREET,THATFORD STREET,IS 275/OSBORN/CHESTER PLGD,IS 275/OSBORN/CHESTER PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3037390018,300,300,WYONA STREET,WYONA STREET,IS 292 & PLAYGROUND,IS 292 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3037390018,300,300,WYONA STREET,WYONA STREET,IS 292 & PLAYGROUND,IS 292 AND PLAYGROUND,EDUC,430,PLAYGROUND/SPORTS AREA,Y
3039690001,350,350,LINWOOD STREET,LINWOOD STREET,IS 302 & PLAYGROUND,IS 302 AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
3039690001,350,350,LINWOOD STREET,LINWOOD STREET,IS 302 & PLAYGROUND,IS 302 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3022460001,101,101,WALTON STREET,WALTON STREET,IS 318 & PLAYGROUND,IS 318 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3022460001,101,101,WALTON STREET,WALTON STREET,IS 318 & PLAYGROUND,IS 318 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3013010001,46,46,MCKEEVER PLACE,MCKEEVER PLACE,IS 320 & PLAYGROUND,IS 320 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3013010001,46,46,MCKEEVER PLACE,MCKEEVER PLACE,IS 320 & PLAYGROUND,IS 320 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3017430018,70,70,TOMPKINS AVENUE,TOMPKINS AVENUE,IS 33 & PLAYGROUND,IS 33 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3032980001,1300,1300,GREENE AVENUE,GREENE AVENUE,IS 383 & PLAYGROUND,IS 383 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3013700029,1224,1224,PARK PLACE,PARK PLACE,IS 390 & PLAYGROUND,IS 390 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3030250001,223,223,GRAHAM AVENUE,GRAHAM AVENUE,IS 49 & PLAYGROUND,IS 49 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
5014780500,50,50,HOUSTON STREET,HOUSTON STREET,IS 51 & PLAYGROUND,IS 51 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
5014780500,50,50,HOUSTON STREET,HOUSTON STREET,IS 51 & PLAYGROUND,IS 51 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
2026860020,681,681,KELLY STREET,KELLY STREET,IS 52 & PLAYGROUND,IS 52 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
1022330020,650,650,ACADEMY STREET,ACADEMY STREET,IS 52 & PS 98 MINI-SCHOOL,IS 52 AND PS 98 MINI-SCHOOL,EDUC,200,EDUCATIONAL FACILITY,Y
3014480001,2021,2021,BERGEN STREET,BERGEN STREET,IS 55 & PLAYGROUND,IS 55 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3014480001,2021,2021,BERGEN STREET,BERGEN STREET,IS 55 & PLAYGROUND,IS 55 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4127230076,132-55,132-55,RIDGEDALE STREET,RIDGEDALE STREET,IS 59 & PLAYGROUND,IS 59 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3013160015,424,424,EMPIRE BOULEVARD,EMPIRE BOULEVARD,IS 61 & PLAYGROUND,IS 61 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3013160015,424,424,EMPIRE BOULEVARD,EMPIRE BOULEVARD,IS 61 & PLAYGROUND,IS 61 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3053910001,700,700,CORTELYOU ROAD,CORTELYOU ROAD,IS 62 & PLAYGROUND,IS 62 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
5065440001,1270,1270,HUGUENOT AVENUE,HUGUENOT AVENUE,IS 7 & PLAYGROUND,IS 7 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
5065440001,1270,1270,HUGUENOT AVENUE,HUGUENOT AVENUE,IS 7 & PLAYGROUND,IS 7 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
3022270001,215,215,HEYWARD STREET,HEYWARD STREET,IS 71 & PLAYGROUND,IS 71 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4077230001,,,,,IS 74 & PLAYGROUND,IS 74 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4077230001,,,,,IS 74 & PLAYGROUND,IS 74 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3083880002,1420,1420,EAST 68 STREET,EAST   68 STREET,IS 78 & PLAYGROUND,IS 78 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3083880002,1420,1420,EAST 68 STREET,EAST   68 STREET,IS 78 & PLAYGROUND,IS 78 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4034900001,66-56,66-56,FOREST AVENUE,FOREST AVENUE,IS 93 & PLAYGROUND,IS 93 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4034900001,66-56,66-56,FOREST AVENUE,FOREST AVENUE,IS 93 & PLAYGROUND,IS 93 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3065950033,99,99,AVENUE P,AVENUE P,IS 96 & PLAYGROUND,IS 96 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3088130050,,,SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,J. DRISCOLL TUCKER PLACE PLGD,J. DRISCOLL TUCKER PLACE PLAYGROUND,PARKS,440,PARK,Y
2038640001,1300,1300,BOYNTON AVENUE,BOYNTON AVENUE,J. MONROE HS & ATHLTC FIELD,J. MONROE HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
4126720001,121-15,121-15,LUCAS STREET,LUCAS STREET,J. ROBINSON SCH (PS 15) & PLGD,J. ROBINSON SCH (PS 15) AND PLAYGROUND,EDUC,211,ELEMENTARY SCHOOL,Y
4126720001,121-15,121-15,LUCAS STREET,LUCAS STREET,J. ROBINSON SCH (PS 15) & PLGD,J. ROBINSON SCH (PS 15) AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
2057160725,350,350,WEST 230 STREET,WEST  230 STREET,J.F.KENNEDY HS. & PS 37,J.F.KENNEDY HS. AND PS 37,EDUC,200,EDUCATIONAL FACILITY,Y
4031720002,68-17,68-17,AUSTIN STREET,AUSTIN STREET,J.H.S 190 & PLAYGROUND (JOP),J.H.S 190 AND PLAYGROUND (JOP),EDUC,212,INTERMEDIATE SCHOOL,Y
4031720002,68-17,68-17,AUSTIN STREET,AUSTIN STREET,J.H.S 190 & PLAYGROUND (JOP),J.H.S 190 AND PLAYGROUND (JOP),PARKS,430,PLAYGROUND/SPORTS AREA,Y
4047290001,154-70,154-70,17 AVENUE,17 AVENUE,J.H.S 194 & PLAYGROUND,J.H.S 194 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4047290001,154-70,154-70,17 AVENUE,17 AVENUE,J.H.S 194 & PLAYGROUND,J.H.S 194 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4158940011,365,365,BEACH 56 STREET,BEACH   56 STREET,J.H.S 198 & PLAYGROUND,J.H.S 198 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
4158940011,365,365,BEACH 56 STREET,BEACH   56 STREET,J.H.S 198 & PLAYGROUND,J.H.S 198 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3016740011,272,272,MCDONOUGH STREET,MCDONOUGH STREET,J.H.S 35 & PLAYGROUND,J.H.S 35 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3016740011,272,272,MCDONOUGH STREET,MCDONOUGH STREET,J.H.S 35 & PLAYGROUND,J.H.S 35 AND PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4098580100,167-01,167-01,GOTHIC DRIVE,GOTHIC DRIVE,JAMAICA HS & ATHLETIC FIELD,JAMAICA HS AND ATHLETIC FIELD,EDUC,213,ACADEMIC HIGH SCHOOL,Y
4050370050,,,40 ROAD,40 ROAD,JAMES A BLAND HOUSES PLGD,JAMES A BLAND HOUSES PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
2027550001,,,LONGFELLOW AVE,LONGFELLOW AVENUE,JAMES L LYONS SQUARE PLGD,JAMES L LYONS SQUARE PLAYGROUND,PARKS,431,PLAYGROUND,Y
3078940020,4902-24,4902-24,AVENUE N,AVENUE N,JAMES MARSHALL POWER PLGD,JAMES MARSHALL POWER PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
2036370001,1790,1790,STORY AVENUE,STORY AVENUE,JAMES MONROE HSES & SENR CNTR,JAMES MONROE HOUSES AND SENIOR CENTER,NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,Y
3040120004,349,349,SCHENCK AVENUE,SCHENCK AVENUE,JERRY & THE SENIOR GENTS GARD,JERRY AND THE SENIOR GENTS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
3035180001,155,155,AMBOY STREET,AMBOY STREET,JES GOOD REWARDS CHILDRENS GDN,JES GOOD REWARDS CHILDRENS GARDEN,PARKS,472,COMMUNITY GARDEN,Y
3053670025,,,DAHILL RD,DAHILL ROAD,JESSIE&CHARLES DOME PLAYGROUND,JESSIE AND CHARLES DOME PLAYGROUND,PARKS,430,PLAYGROUND/SPORTS AREA,Y
4007140001,45-19,45-19,31 AVENUE,31 AVENUE,JHS #10 & PLAYGROUND,JHS #10 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
4007140001,45-19,45-19,31 AVENUE,31 AVENUE,JHS #10 & PLAYGROUND,JHS #10 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
2055470001,2750,2750,LAFAYETTE AVENUE,LAFAYETTE AVENUE,JHS 101 & PLAYGROUND,JHS 101 AND PLAYGROUND,EDUC,200,EDUCATIONAL FACILITY,Y
2055470001,2750,2750,LAFAYETTE AVENUE,LAFAYETTE AVENUE,JHS 101 & PLAYGROUND,JHS 101 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
1009260001,344,344,EAST 21 STREET,EAST   21 STREET,JHS 104 & PLAYGROUND,JHS 104 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
1009260001,344,344,EAST 21 STREET,EAST   21 STREET,JHS 104 & PLAYGROUND,JHS 104 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
4106260001,213-10,213-10,92 AVENUE,92 AVENUE,JHS 109 & PLAYGROUND,JHS 109 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
3021030004,300,300,ADELPHI STREET,ADELPHI STREET,JHS 113 & PLAYGROUND/OLD 294,JHS 113 AND PLAYGROUND/OLD 294,PARKS,430,PLAYGROUND/SPORTS AREA,Y
3021030004,300,300,ADELPHI STREET,ADELPHI STREET,JHS 113 & PLAYGROUND/OLD 294,JHS 113 AND PLAYGROUND/OLD 294,EDUC,212,INTERMEDIATE SCHOOL,Y
1016560100,240,240,EAST 109 STREET,EAST  109 STREET,JHS 117 & PLAYGROUND,JHS 117 AND PLAYGROUND,EDUC,212,INTERMEDIATE SCHOOL,Y
1016560100,240,240,EAST 109 STREET,EAST  109 STREET,JHS 117 & PLAYGROUND,JHS 117 AND PLAYGROUND,PARKS,431,PLAYGROUND,Y
